,A-A(0.66V),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wavelength (nm),V vs. RHE (iRu corrected),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0.66,0.67,0.68,0.69,0.7,0.71,0.72,0.73,0.74,0.75,0.76,0.77,0.78,0.79,0.8,0.81,0.82,0.83,0.84,0.85,0.86,0.87,0.88,0.89,0.9,0.91,0.92,0.93,0.94,0.95,0.96,0.97,0.98,0.99,1,1.01,1.02,1.03,1.04,1.05,1.06,1.07,1.08,1.09,1.1,1.11,1.12,1.13,1.14,1.15,1.16,1.17,1.18,1.19,1.2,1.21,1.22,1.23,1.24,1.25,1.26,1.27,1.28,1.29,1.3,1.31,1.32,1.33,1.34,1.35,1.36,1.37,1.38,1.39,1.4,1.41,1.42,1.43,1.44,1.45,1.46,1.47,1.48,1.49,1.5,1.51,1.52,1.53,1.54,1.55,1.56,1.57
744.56539,0,0.018555556,0.029222222,0.039444444,0.04,0.045888889,0.053555556,0.057777778,0.066111111,0.073555556,0.085888889,0.091333333,0.100222222,0.108888889,0.12,0.126444444,0.144,0.149888889,0.161777778,0.175777778,0.188,0.198888889,0.210777778,0.219555556,0.233,0.247555556,0.257,0.269111111,0.280666667,0.288777778,0.298333333,0.312777778,0.314888889,0.325777778,0.331888889,0.342666667,0.348222222,0.355666667,0.361333333,0.372333333,0.376222222,0.383222222,0.388444444,0.399222222,0.404111111,0.408333333,0.42,0.420333333,0.434444444,0.439666667,0.450111111,0.451222222,0.461,0.470777778,0.476222222,0.488777778,0.498888889,0.507777778,0.521111111,0.523,0.534,0.544888889,0.553555556,0.563666667,0.573,0.584555556,0.594111111,0.601666667,0.616444444,0.618555556,0.629333333,0.639555556,0.650444444,0.656,0.656666667,0.664555556,0.673444444,0.684222222,0.686888889,0.694555556,0.701333333,0.703444444,0.707555556,0.710555556,0.712555556,0.714777778,0.721555556,0.724333333,0.732555556,0.744111111,0.754666667,0.780777778
745.00061,0,0.019888889,0.026777778,0.036777778,0.037666667,0.043555556,0.052888889,0.056,0.065222222,0.072888889,0.084777778,0.090111111,0.100222222,0.107,0.118777778,0.126222222,0.140666667,0.148444444,0.160555556,0.173888889,0.185888889,0.198555556,0.209,0.217333333,0.231333333,0.247111111,0.253888889,0.266777778,0.278888889,0.287555556,0.295777778,0.309,0.313666667,0.324777778,0.328777778,0.340444444,0.346555556,0.352333333,0.358555556,0.370111111,0.374333333,0.380222222,0.387444444,0.398,0.404,0.406444444,0.418,0.418888889,0.433,0.436333333,0.446333333,0.448333333,0.460333333,0.468333333,0.474111111,0.486777778,0.496555556,0.505222222,0.519333333,0.521,0.531111111,0.543444444,0.553,0.562333333,0.570333333,0.581666667,0.591222222,0.599222222,0.614777778,0.617333333,0.627222222,0.637333333,0.644333333,0.653,0.654888889,0.664666667,0.672888889,0.683888889,0.686222222,0.692222222,0.702333333,0.701777778,0.705111111,0.708444444,0.712333333,0.714888889,0.721222222,0.726222222,0.731444444,0.744222222,0.753222222,0.780222222
745.4358,0,0.022,0.026222222,0.037333333,0.038333333,0.043444444,0.054777778,0.055555556,0.066,0.073,0.085666667,0.091333333,0.101444444,0.108666667,0.118555556,0.127111111,0.141111111,0.151111111,0.160222222,0.173444444,0.184888889,0.200222222,0.209333333,0.216888889,0.230222222,0.247111111,0.255111111,0.265666667,0.278888889,0.287444444,0.296111111,0.309111111,0.315777778,0.328111111,0.331,0.342111111,0.346111111,0.351111111,0.359111111,0.369666667,0.374444444,0.379777778,0.388111111,0.397555556,0.403777778,0.406777778,0.416555556,0.420666667,0.433111111,0.437,0.446333333,0.448444444,0.461,0.469222222,0.475,0.488666667,0.497111111,0.505222222,0.518,0.521333333,0.530888889,0.545222222,0.554555556,0.563777778,0.571666667,0.581444444,0.589888889,0.599777778,0.613,0.619888889,0.629555556,0.636444444,0.645333333,0.654333333,0.657111111,0.665666667,0.672111111,0.683888889,0.683666667,0.693666667,0.707333333,0.701555556,0.703666667,0.709,0.714555556,0.715222222,0.721333333,0.727777778,0.733555556,0.743222222,0.752888889,0.780777778
745.87096,0,0.024888889,0.029333333,0.038666667,0.038555556,0.044555556,0.054555556,0.057888889,0.068111111,0.073444444,0.086333333,0.094111111,0.103444444,0.109666667,0.119333333,0.131888889,0.140444444,0.152333333,0.161222222,0.173222222,0.185444444,0.199888889,0.208,0.218111111,0.228888889,0.247555556,0.255333333,0.264111111,0.280444444,0.288,0.296888889,0.308111111,0.315444444,0.330888889,0.331222222,0.343222222,0.346111111,0.351555556,0.359444444,0.369222222,0.374666667,0.381888889,0.389444444,0.394333333,0.402222222,0.406111111,0.412555556,0.420666667,0.432222222,0.435,0.443777778,0.446444444,0.46,0.468555556,0.477555556,0.488777778,0.495333333,0.503666667,0.516222222,0.521111111,0.53,0.545555556,0.556666667,0.562666667,0.574,0.580555556,0.588222222,0.600555556,0.612666667,0.619555556,0.629333333,0.638555556,0.642111111,0.652666667,0.657888889,0.668444444,0.670888889,0.683444444,0.682777778,0.693555556,0.708555556,0.701666667,0.703444444,0.709666667,0.714666667,0.716555556,0.720555556,0.727666667,0.735555556,0.744111111,0.754111111,0.779
746.3061,0,0.023777778,0.026222222,0.035555556,0.037111111,0.041888889,0.051888889,0.056555556,0.066,0.071444444,0.083888889,0.091222222,0.101555556,0.107555556,0.117777778,0.131666667,0.137111111,0.149444444,0.162666667,0.171111111,0.182888889,0.197888889,0.206444444,0.216888889,0.227666667,0.245888889,0.253111111,0.260333333,0.277222222,0.286777778,0.295,0.305444444,0.315222222,0.328222222,0.329777778,0.339,0.343555556,0.350444444,0.358333333,0.366666667,0.373777778,0.381111111,0.387666667,0.388666667,0.396222222,0.404111111,0.407222222,0.418111111,0.427,0.431555556,0.440111111,0.444333333,0.455333333,0.464555556,0.476444444,0.484777778,0.491555556,0.501222222,0.513111111,0.519333333,0.527222222,0.542222222,0.555555556,0.561222222,0.570666667,0.577,0.584777778,0.598555556,0.608777778,0.618777778,0.626888889,0.636888889,0.64,0.648444444,0.656111111,0.665333333,0.668111111,0.679222222,0.678888889,0.692,0.708222222,0.699666667,0.699666667,0.708,0.713,0.714777778,0.718888889,0.725666667,0.733,0.739333333,0.750333333,0.773666667
746.7412,0,0.023,0.026444444,0.034555556,0.037888889,0.041111111,0.05,0.058333333,0.066111111,0.072444444,0.083888889,0.090333333,0.101222222,0.108888889,0.117111111,0.132444444,0.135222222,0.150888889,0.163,0.171777778,0.182888889,0.196333333,0.207333333,0.216666667,0.227222222,0.243555556,0.252222222,0.260333333,0.274444444,0.284333333,0.294444444,0.303888889,0.316333333,0.326444444,0.328888889,0.337888889,0.342,0.351,0.358,0.366,0.373666667,0.381111111,0.386111111,0.388,0.395222222,0.401,0.407,0.417777778,0.425444444,0.429,0.438888889,0.442666667,0.452555556,0.462333333,0.477111111,0.480555556,0.489,0.499888889,0.510111111,0.519444444,0.529222222,0.541666667,0.554333333,0.561,0.572666667,0.574888889,0.584666667,0.596111111,0.606555556,0.616555556,0.626,0.635,0.640777778,0.647222222,0.657777778,0.664555556,0.667555556,0.677333333,0.678444444,0.691111111,0.705222222,0.696777778,0.697222222,0.706222222,0.713888889,0.712888889,0.718666667,0.722111111,0.731777778,0.738111111,0.749111111,0.772777778
747.17628,0,0.021888889,0.028,0.033777778,0.037777778,0.039888889,0.050222222,0.058,0.066,0.071555556,0.081777778,0.089,0.101222222,0.109,0.116222222,0.131555556,0.136111111,0.149333333,0.161555556,0.171333333,0.181777778,0.194888889,0.206111111,0.217555556,0.227111111,0.241666667,0.251444444,0.260111111,0.273333333,0.283111111,0.294666667,0.301777778,0.315777778,0.324444444,0.329111111,0.336555556,0.341555556,0.350666667,0.358333333,0.364,0.371555556,0.381333333,0.385666667,0.387333333,0.393222222,0.400777778,0.406777778,0.417333333,0.425,0.427666667,0.436555556,0.441,0.450555556,0.460666667,0.474888889,0.478222222,0.487,0.497,0.507888889,0.517555556,0.530222222,0.541333333,0.549777778,0.558333333,0.570444444,0.573444444,0.584,0.594111111,0.604111111,0.613666667,0.624555556,0.633666667,0.639555556,0.645,0.660666667,0.662222222,0.665333333,0.674888889,0.678222222,0.689666667,0.700111111,0.696555556,0.696555556,0.705111111,0.709111111,0.709333333,0.717,0.719666667,0.729444444,0.734,0.747777778,0.769777778
747.61132,0,0.021555556,0.026777778,0.033888889,0.036444444,0.038888889,0.049666667,0.057,0.066,0.073111111,0.082222222,0.089333333,0.099222222,0.109333333,0.115888889,0.132,0.135333333,0.150333333,0.161,0.172111111,0.183222222,0.193777778,0.205333333,0.216555556,0.227,0.241888889,0.250888889,0.260333333,0.272444444,0.280444444,0.292444444,0.300444444,0.316333333,0.322666667,0.328444444,0.335777778,0.340666667,0.351555556,0.359111111,0.363,0.370444444,0.382333333,0.386555556,0.388444444,0.393222222,0.402,0.408222222,0.417111111,0.424333333,0.426888889,0.435666667,0.441666667,0.451111111,0.460444444,0.475555556,0.478888889,0.486555556,0.496,0.508111111,0.515888889,0.530444444,0.539555556,0.547777778,0.555666667,0.569888889,0.571888889,0.582888889,0.593111111,0.602777778,0.611666667,0.624222222,0.631444444,0.640222222,0.645444444,0.660444444,0.662888889,0.664555556,0.675444444,0.679444444,0.689222222,0.696444444,0.694666667,0.699444444,0.703555556,0.706,0.707222222,0.713444444,0.719222222,0.727888889,0.733333333,0.747777778,0.768666667
748.04634,0,0.02,0.026666667,0.034111111,0.035111111,0.039777778,0.048333333,0.055444444,0.064555556,0.073,0.081222222,0.088777778,0.096666667,0.107888889,0.117111111,0.131777778,0.135,0.150333333,0.159,0.170666667,0.182888889,0.195444444,0.205888889,0.215555556,0.227666667,0.239888889,0.252444444,0.259777778,0.271111111,0.279,0.292555556,0.298666667,0.314666667,0.319333333,0.329,0.335,0.341555556,0.351444444,0.358555556,0.362222222,0.368666667,0.381555556,0.385555556,0.389666667,0.393777778,0.403,0.407777778,0.416777778,0.423444444,0.427777778,0.433333333,0.440666667,0.451666667,0.460555556,0.474666667,0.478333333,0.489666667,0.495222222,0.506666667,0.514777778,0.533111111,0.536888889,0.546333333,0.556777778,0.570333333,0.571888889,0.584222222,0.590111111,0.602222222,0.610666667,0.625111111,0.630222222,0.64,0.643111111,0.660777778,0.660777778,0.666,0.676222222,0.681333333,0.687666667,0.691222222,0.695222222,0.700111111,0.703555556,0.702222222,0.706,0.712444444,0.716888889,0.724444444,0.735333333,0.749333333,0.768666667
748.48133,0,0.021333333,0.029,0.035,0.036555556,0.040666667,0.046888889,0.056333333,0.065111111,0.074,0.080111111,0.091,0.096888889,0.108444444,0.118555556,0.130666667,0.135444444,0.149444444,0.158444444,0.174,0.184111111,0.195777778,0.208,0.216666667,0.230777778,0.242555556,0.253777778,0.261666667,0.273111111,0.279777778,0.293666667,0.300111111,0.317222222,0.317555556,0.331444444,0.335555556,0.342,0.354444444,0.359777778,0.364333333,0.367555556,0.384222222,0.385777778,0.391,0.396333333,0.403555556,0.409666667,0.417888889,0.423222222,0.428222222,0.435,0.442,0.455333333,0.461111111,0.474444444,0.480222222,0.492777778,0.495222222,0.508777778,0.516,0.532666667,0.539555556,0.548888889,0.558888889,0.569888889,0.573777778,0.588111111,0.593,0.604444444,0.614222222,0.626555556,0.630555556,0.64,0.647111111,0.662888889,0.662555556,0.667333333,0.678444444,0.685,0.69,0.692111111,0.696333333,0.703888889,0.706444444,0.704222222,0.707,0.714111111,0.717666667,0.726666667,0.739111111,0.752555556,0.770333333
748.91629,0,0.019222222,0.026222222,0.032555556,0.033444444,0.036777778,0.042777778,0.053222222,0.062111111,0.069777778,0.076111111,0.087111111,0.094555556,0.105333333,0.115111111,0.126333333,0.133777778,0.146555556,0.154555556,0.171444444,0.179777778,0.194777778,0.206888889,0.213888889,0.229111111,0.240666667,0.251333333,0.259666667,0.27,0.279222222,0.288888889,0.296111111,0.313222222,0.313222222,0.327111111,0.333555556,0.338,0.350666667,0.354777778,0.358888889,0.365555556,0.379777778,0.383,0.389444444,0.393888889,0.400222222,0.407666667,0.415555556,0.421111111,0.425666667,0.433,0.440222222,0.453444444,0.457111111,0.469888889,0.480111111,0.491222222,0.492666667,0.506888889,0.513111111,0.529888889,0.536666667,0.547444444,0.555222222,0.564333333,0.572111111,0.586222222,0.592888889,0.603444444,0.611888889,0.624,0.627333333,0.635777778,0.647777778,0.658444444,0.659444444,0.668,0.677111111,0.681666667,0.689,0.691,0.695555556,0.702777778,0.706555556,0.702222222,0.706,0.710666667,0.714111111,0.723111111,0.735555556,0.748666667,0.766777778
749.35122,0,0.021555556,0.025222222,0.032,0.033555556,0.039333333,0.043777778,0.054333333,0.063555556,0.07,0.076777778,0.089111111,0.094777778,0.105777778,0.117222222,0.125333333,0.134333333,0.146444444,0.153666667,0.172111111,0.179111111,0.198,0.209333333,0.215111111,0.231,0.241777778,0.252333333,0.261555556,0.271666667,0.281555556,0.288777778,0.297,0.313111111,0.313,0.327666667,0.334444444,0.339,0.352444444,0.353222222,0.360888889,0.366777778,0.377555556,0.384,0.394,0.397222222,0.401,0.408777778,0.416888889,0.423444444,0.426222222,0.435555556,0.443222222,0.456333333,0.459777778,0.471666667,0.481555556,0.491777778,0.496555556,0.509777778,0.515111111,0.529888889,0.536111111,0.551222222,0.557888889,0.566555556,0.578111111,0.587888889,0.595888889,0.606444444,0.613222222,0.625444444,0.630222222,0.635777778,0.652,0.658888889,0.661777778,0.671444444,0.682888889,0.686,0.692333333,0.694555556,0.697777778,0.707777778,0.709444444,0.704888889,0.708,0.713888889,0.717555556,0.724888889,0.737222222,0.750888889,0.772555556
749.78612,0,0.022555556,0.027444444,0.032,0.036222222,0.042222222,0.045555556,0.057666667,0.064444444,0.070666667,0.078444444,0.088555556,0.095666667,0.108666667,0.120222222,0.124888889,0.136333333,0.149333333,0.155444444,0.173555556,0.181,0.199333333,0.210666667,0.218111111,0.229888889,0.241444444,0.256444444,0.263444444,0.274555556,0.284777778,0.291,0.301666667,0.313888889,0.316222222,0.331666667,0.334777778,0.341111111,0.354555556,0.353555556,0.364888889,0.37,0.379666667,0.385,0.395666667,0.402111111,0.404222222,0.412111111,0.420888889,0.427444444,0.431222222,0.439333333,0.448333333,0.458888889,0.464333333,0.474666667,0.484555556,0.495444444,0.501777778,0.513333333,0.520666667,0.530666667,0.537,0.554777778,0.562333333,0.571666667,0.582444444,0.590333333,0.601888889,0.609777778,0.617,0.629,0.634444444,0.640444444,0.657333333,0.662444444,0.666444444,0.674888889,0.685888889,0.690444444,0.697111111,0.700555556,0.703111111,0.711222222,0.713777778,0.711777778,0.712666667,0.718,0.723,0.729666667,0.742,0.754333333,0.778222222
750.22099,0,0.023111111,0.028777778,0.032444444,0.038555556,0.046111111,0.048555556,0.060666667,0.065666667,0.073444444,0.080777778,0.092,0.098,0.11,0.123666667,0.127555556,0.140222222,0.152333333,0.158444444,0.175888889,0.183666667,0.200888889,0.212888889,0.221444444,0.230666667,0.243333333,0.257777778,0.264555556,0.277222222,0.288555556,0.294666667,0.303444444,0.314444444,0.319,0.332777778,0.336222222,0.342555556,0.356777778,0.355666667,0.367444444,0.374111111,0.383444444,0.387555556,0.394333333,0.404777778,0.407222222,0.414333333,0.422666667,0.431111111,0.435111111,0.440333333,0.451333333,0.461333333,0.469111111,0.479555556,0.487111111,0.497222222,0.504888889,0.516555556,0.525111111,0.532777778,0.540555556,0.559111111,0.566444444,0.574222222,0.586444444,0.594666667,0.606444444,0.614111111,0.621444444,0.632555556,0.640777778,0.643333333,0.661333333,0.663333333,0.670777778,0.679222222,0.690111111,0.695777778,0.701333333,0.704111111,0.705333333,0.714444444,0.717777778,0.716222222,0.718111111,0.722111111,0.730111111,0.734888889,0.749333333,0.759888889,0.783111111
750.65584,0,0.019333333,0.026444444,0.030333333,0.036555556,0.044555556,0.047111111,0.057444444,0.063555556,0.071666667,0.078444444,0.088222222,0.095555556,0.107333333,0.122333333,0.124555556,0.136888889,0.150333333,0.157888889,0.173555556,0.181111111,0.197444444,0.211555556,0.219333333,0.226555556,0.239111111,0.253111111,0.261444444,0.273111111,0.286111111,0.293222222,0.302111111,0.309666667,0.317,0.330111111,0.332555556,0.341111111,0.354333333,0.353666667,0.363444444,0.374555556,0.379888889,0.385333333,0.391888889,0.400222222,0.403888889,0.411555556,0.418444444,0.427888889,0.435333333,0.439333333,0.448888889,0.459333333,0.466777778,0.476111111,0.484555556,0.496111111,0.505888889,0.515444444,0.523222222,0.530888889,0.540333333,0.558111111,0.565666667,0.573,0.584111111,0.593555556,0.603666667,0.612777778,0.622555556,0.629555556,0.641888889,0.643111111,0.660333333,0.659111111,0.667222222,0.678555556,0.686,0.694222222,0.700666667,0.703444444,0.704222222,0.712111111,0.718,0.717222222,0.720333333,0.723,0.732111111,0.733222222,0.747222222,0.757333333,0.785
751.09066,0,0.018777778,0.027333333,0.032666667,0.039,0.045888889,0.047444444,0.059,0.063888889,0.073111111,0.078666667,0.09,0.095,0.108222222,0.122555556,0.124333333,0.137444444,0.151555556,0.158,0.171777778,0.181555556,0.195222222,0.210777778,0.219222222,0.225555556,0.238111111,0.252111111,0.259777778,0.273,0.284555556,0.293333333,0.302222222,0.309222222,0.317333333,0.328777778,0.332777778,0.341777778,0.354,0.355333333,0.362555556,0.373888889,0.376222222,0.383888889,0.392,0.399777778,0.402777778,0.412,0.418777778,0.426888889,0.434777778,0.440666667,0.448,0.459888889,0.469,0.476666667,0.480666667,0.494888889,0.506333333,0.514555556,0.522555556,0.531666667,0.541777778,0.555666667,0.567777778,0.572555556,0.581888889,0.594444444,0.604222222,0.613333333,0.622111111,0.627222222,0.642,0.645111111,0.659444444,0.661777778,0.667888889,0.678666667,0.685333333,0.694333333,0.701444444,0.703,0.705777778,0.711444444,0.716666667,0.717888889,0.721888889,0.725111111,0.732,0.735777778,0.745888889,0.757777778,0.787444444
751.52544,0,0.017888889,0.028,0.032111111,0.039,0.045777778,0.048666667,0.057222222,0.062777778,0.071222222,0.078888889,0.09,0.096222222,0.106888889,0.123222222,0.124666667,0.139111111,0.149888889,0.158111111,0.171777778,0.180333333,0.193333333,0.208666667,0.217,0.224555556,0.237333333,0.250777778,0.259111111,0.271555556,0.283222222,0.293111111,0.300444444,0.308444444,0.317111111,0.328555556,0.331666667,0.343666667,0.353222222,0.356888889,0.361444444,0.371444444,0.372777778,0.383444444,0.390888889,0.396888889,0.403666667,0.409888889,0.417555556,0.425666667,0.434666667,0.439888889,0.448333333,0.458666667,0.470555556,0.475,0.480888889,0.493666667,0.505555556,0.514888889,0.519444444,0.530777778,0.541222222,0.553,0.567222222,0.571444444,0.580333333,0.592888889,0.602777778,0.612,0.621,0.626777778,0.640444444,0.645888889,0.657444444,0.662555556,0.667333333,0.676666667,0.685333333,0.693,0.700333333,0.701888889,0.705333333,0.712111111,0.714444444,0.715555556,0.722,0.724111111,0.728888889,0.736,0.742,0.757222222,0.786555556
751.9602,0,0.017888889,0.026111111,0.032777778,0.037,0.044222222,0.047333333,0.056777778,0.061111111,0.071111111,0.080111111,0.089777778,0.094777778,0.105333333,0.123,0.123666667,0.140222222,0.150888889,0.158555556,0.172333333,0.181555556,0.191,0.204333333,0.215111111,0.225,0.235777778,0.248,0.258444444,0.269222222,0.279777778,0.291,0.298333333,0.307555556,0.316111111,0.328333333,0.330666667,0.344333333,0.353333333,0.357,0.361333333,0.369111111,0.371777778,0.382666667,0.389111111,0.396,0.404111111,0.409,0.415222222,0.424555556,0.434333333,0.439666667,0.449222222,0.457444444,0.467333333,0.472555556,0.478666667,0.492444444,0.504666667,0.511,0.517666667,0.530555556,0.540555556,0.551111111,0.566,0.569444444,0.577555556,0.592333333,0.600444444,0.612,0.620777778,0.624444444,0.637444444,0.645,0.652888889,0.661,0.666555556,0.675555556,0.684,0.691222222,0.700444444,0.699444444,0.703555556,0.712333333,0.711333333,0.712444444,0.722333333,0.724111111,0.729,0.735666667,0.740555556,0.757222222,0.784555556
752.39493,0,0.017666667,0.027,0.032666667,0.037,0.044222222,0.047222222,0.055777778,0.059444444,0.071666667,0.081,0.088555556,0.093666667,0.104333333,0.122888889,0.125,0.139,0.149222222,0.157777778,0.171444444,0.181333333,0.189555556,0.203111111,0.213,0.225777778,0.234666667,0.247555556,0.257333333,0.268777778,0.279666667,0.291444444,0.296888889,0.307888889,0.315444444,0.328111111,0.330333333,0.342777778,0.352222222,0.356333333,0.360111111,0.367333333,0.371888889,0.382444444,0.388,0.395333333,0.403444444,0.406333333,0.415,0.424111111,0.434444444,0.436666667,0.447111111,0.457555556,0.465666667,0.472444444,0.479111111,0.493444444,0.501666667,0.508,0.517444444,0.531222222,0.54,0.549111111,0.566888889,0.569444444,0.576111111,0.593666667,0.596777778,0.612444444,0.620888889,0.624111111,0.635666667,0.645111111,0.65,0.661666667,0.665666667,0.672111111,0.680666667,0.688444444,0.699333333,0.695111111,0.705888889,0.709777778,0.709111111,0.711222222,0.722222222,0.724111111,0.728222222,0.733222222,0.739,0.755777778,0.782
752.82963,0,0.017222222,0.028,0.031777778,0.037777778,0.042888889,0.047333333,0.056444444,0.060888889,0.071888889,0.082222222,0.090111111,0.094444444,0.104111111,0.121,0.124777778,0.139111111,0.147333333,0.158333333,0.171666667,0.181333333,0.190222222,0.201555556,0.212444444,0.227666667,0.236666667,0.248222222,0.257222222,0.269333333,0.279555556,0.290222222,0.298666667,0.308777778,0.316666667,0.327111111,0.331555556,0.343333333,0.351777778,0.354555556,0.361666667,0.366444444,0.374,0.383555556,0.387777778,0.396444444,0.403222222,0.406666667,0.414333333,0.421111111,0.431333333,0.436444444,0.446111111,0.457777778,0.464222222,0.470333333,0.481333333,0.493666667,0.499111111,0.506666667,0.517777778,0.529777778,0.541444444,0.549666667,0.566555556,0.568333333,0.576444444,0.591777778,0.598333333,0.613,0.622666667,0.624666667,0.634666667,0.644444444,0.649777778,0.659888889,0.665777778,0.669777778,0.678555556,0.685111111,0.696888889,0.692777778,0.706888889,0.709,0.707666667,0.712444444,0.720777778,0.723666667,0.726444444,0.735555556,0.739,0.754777778,0.778111111
753.2643,0,0.015444444,0.025666667,0.030555556,0.035333333,0.040222222,0.047,0.055666667,0.059555556,0.071222222,0.079888889,0.087222222,0.091444444,0.101888889,0.117555556,0.123888889,0.135777778,0.147111111,0.156777778,0.168666667,0.180444444,0.190555556,0.199888889,0.211444444,0.229222222,0.236555556,0.248111111,0.256666667,0.269333333,0.279444444,0.287666667,0.298444444,0.307666667,0.315,0.323888889,0.332888889,0.340111111,0.35,0.351444444,0.360555556,0.367,0.372333333,0.383444444,0.387777778,0.396,0.401,0.403333333,0.415666667,0.419444444,0.428222222,0.436777778,0.445555556,0.455333333,0.463,0.469555556,0.481111111,0.491666667,0.497,0.504555556,0.517333333,0.530555556,0.539333333,0.550555556,0.565222222,0.566888889,0.578,0.591555556,0.598333333,0.610111111,0.619444444,0.623777778,0.633666667,0.640666667,0.648333333,0.657222222,0.662555556,0.668333333,0.675333333,0.681888889,0.694222222,0.691,0.707222222,0.707777778,0.704333333,0.711111111,0.718222222,0.721333333,0.724222222,0.735,0.735777778,0.752,0.774777778
753.69895,0,0.018222222,0.024,0.029333333,0.036888889,0.039333333,0.049,0.058222222,0.063111111,0.071555556,0.082333333,0.089444444,0.091555556,0.103666667,0.118666667,0.125222222,0.134888889,0.147333333,0.157666667,0.167444444,0.183111111,0.192666667,0.201222222,0.213444444,0.233111111,0.238555556,0.251222222,0.260555556,0.272,0.281,0.291444444,0.300222222,0.309666667,0.315333333,0.324666667,0.336555556,0.341444444,0.351444444,0.351666667,0.364777778,0.366888889,0.374666667,0.386222222,0.390555556,0.397666667,0.402555556,0.406888889,0.418666667,0.419444444,0.428222222,0.436777778,0.446666667,0.456,0.465111111,0.472888889,0.483888889,0.492222222,0.498,0.507222222,0.521666667,0.535,0.539444444,0.553444444,0.567555556,0.571,0.580888889,0.591222222,0.600111111,0.611333333,0.619111111,0.626222222,0.636222222,0.642666667,0.650666667,0.659666667,0.662666667,0.670777778,0.678444444,0.685666667,0.694666667,0.692333333,0.707111111,0.710888889,0.705555556,0.714555556,0.720555556,0.722333333,0.725444444,0.738444444,0.739111111,0.754555556,0.779
754.13356,0,0.016888889,0.024333333,0.027888889,0.036666667,0.039555556,0.049,0.058333333,0.064111111,0.072222222,0.082444444,0.087222222,0.092111111,0.104666667,0.119222222,0.125111111,0.133333333,0.146333333,0.157888889,0.165444444,0.183777778,0.191666667,0.199444444,0.214777778,0.231666667,0.239555556,0.252111111,0.261777778,0.272777778,0.280555556,0.291888889,0.302666667,0.309666667,0.316111111,0.325777778,0.336333333,0.340555556,0.349888889,0.349333333,0.366111111,0.366111111,0.377444444,0.382888889,0.389777778,0.398555556,0.400888889,0.408777778,0.418555556,0.419555556,0.43,0.436111111,0.447555556,0.454777778,0.464333333,0.473888889,0.484333333,0.491777778,0.498777778,0.507666667,0.524,0.536111111,0.537666667,0.553222222,0.568222222,0.572666667,0.583,0.589444444,0.600666667,0.608555556,0.618,0.628222222,0.636888889,0.642888889,0.651,0.658333333,0.662777778,0.672333333,0.677333333,0.687555556,0.692777778,0.691,0.705777778,0.708888889,0.706444444,0.715444444,0.718444444,0.719888889,0.727222222,0.735,0.743222222,0.756555556,0.780777778
754.56815,0,0.016666667,0.023222222,0.027888889,0.036555556,0.038777778,0.049666667,0.055888889,0.064777778,0.071777778,0.082111111,0.087333333,0.090888889,0.104555556,0.117888889,0.125111111,0.133222222,0.146111111,0.158333333,0.164888889,0.181,0.191222222,0.199111111,0.216333333,0.230111111,0.239444444,0.250444444,0.263444444,0.271333333,0.280111111,0.291888889,0.302777778,0.308555556,0.314777778,0.324666667,0.337888889,0.337777778,0.347222222,0.348111111,0.364666667,0.367666667,0.377,0.382222222,0.388444444,0.397333333,0.400444444,0.408111111,0.417777778,0.418444444,0.430222222,0.434777778,0.445888889,0.454777778,0.463666667,0.475666667,0.484888889,0.488888889,0.497444444,0.508222222,0.523222222,0.537,0.536,0.554111111,0.564111111,0.572111111,0.583222222,0.589888889,0.598777778,0.606666667,0.617888889,0.630222222,0.637,0.643111111,0.652,0.655666667,0.661111111,0.674,0.678444444,0.688,0.688888889,0.689,0.702,0.706444444,0.707555556,0.712777778,0.715777778,0.717777778,0.726444444,0.734,0.746111111,0.756666667,0.781111111
755.0027,0,0.018333333,0.024444444,0.029111111,0.036666667,0.038555556,0.051,0.054666667,0.066,0.071,0.08,0.085111111,0.090666667,0.106111111,0.116666667,0.124222222,0.130333333,0.144777778,0.157333333,0.164111111,0.179888889,0.188333333,0.198222222,0.214444444,0.226444444,0.237,0.249444444,0.262444444,0.271111111,0.278222222,0.289666667,0.303666667,0.305222222,0.315555556,0.324444444,0.337111111,0.338,0.344333333,0.348777778,0.361555556,0.367888889,0.373222222,0.379111111,0.386777778,0.393666667,0.398444444,0.405777778,0.414666667,0.415333333,0.429555556,0.434555556,0.444555556,0.453333333,0.460222222,0.473666667,0.484,0.487666667,0.496666667,0.506777778,0.520444444,0.534777778,0.535888889,0.552777778,0.560777778,0.568777778,0.581111111,0.589,0.597888889,0.604333333,0.617,0.630666667,0.636222222,0.644,0.65,0.656444444,0.661111111,0.673333333,0.677222222,0.687666667,0.688666667,0.689111111,0.699111111,0.705333333,0.707777778,0.713,0.715111111,0.715555556,0.725333333,0.733222222,0.744555556,0.756444444,0.782666667
