,A-A(0.66V),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wavelength (nm),V vs. RHE (iRu corrected),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0.66,0.67,0.68,0.69,0.7,0.71,0.72,0.73,0.74,0.75,0.76,0.77,0.78,0.79,0.8,0.81,0.82,0.83,0.84,0.85,0.86,0.87,0.88,0.89,0.9,0.91,0.92,0.93,0.94,0.95,0.96,0.97,0.98,0.99,1,1.01,1.02,1.03,1.04,1.05,1.06,1.07,1.08,1.09,1.1,1.11,1.12,1.13,1.14,1.15,1.16,1.17,1.18,1.19,1.2,1.21,1.22,1.23,1.24,1.25,1.26,1.27,1.28,1.29,1.3,1.31,1.32,1.33,1.34,1.35,1.36,1.37,1.38,1.39,1.4,1.41,1.42,1.43,1.44,1.45,1.46,1.47,1.48,1.49,1.5,1.51,1.52,1.53,1.54,1.55,1.56,1.57
551.22043,0,0.018666667,0.026444444,0.021222222,0.031888889,0.035888889,0.048333333,0.048666667,0.064888889,0.062,0.076333333,0.082777778,0.098666667,0.108888889,0.111222222,0.131555556,0.138333333,0.154444444,0.164333333,0.183222222,0.199111111,0.209777778,0.226,0.240777778,0.252555556,0.271444444,0.285333333,0.303444444,0.313555556,0.325111111,0.333888889,0.349222222,0.355666667,0.369111111,0.377111111,0.394222222,0.395222222,0.402333333,0.413222222,0.416888889,0.424444444,0.428777778,0.433888889,0.441888889,0.443666667,0.454333333,0.462222222,0.456222222,0.455888889,0.465,0.466555556,0.483222222,0.478222222,0.482777778,0.493222222,0.485111111,0.487777778,0.494222222,0.498,0.503777778,0.501777778,0.505777778,0.506666667,0.514,0.522888889,0.524,0.532333333,0.533333333,0.529666667,0.545555556,0.543111111,0.547555556,0.559444444,0.563,0.566333333,0.574666667,0.579777778,0.591111111,0.597,0.601444444,0.606,0.617111111,0.614777778,0.616777778,0.610777778,0.621111111,0.623444444,0.625222222,0.625444444,0.622333333,0.625777778,0.627111111
551.66793,0,0.013777778,0.022444444,0.016222222,0.029222222,0.029222222,0.042777778,0.043777778,0.058888889,0.056444444,0.075,0.077777778,0.094,0.105111111,0.108333333,0.126666667,0.134333333,0.152444444,0.160555556,0.181,0.199111111,0.207777778,0.221777778,0.237222222,0.249666667,0.270333333,0.281444444,0.298666667,0.311444444,0.321,0.332444444,0.344777778,0.352666667,0.366888889,0.376111111,0.388555556,0.395666667,0.4,0.411777778,0.411,0.421111111,0.425666667,0.430888889,0.439222222,0.442222222,0.451888889,0.459222222,0.453888889,0.452,0.460444444,0.466,0.476888889,0.473555556,0.479444444,0.489222222,0.483777778,0.485555556,0.493333333,0.497666667,0.500888889,0.497444444,0.505111111,0.507111111,0.511333333,0.518444444,0.522555556,0.529444444,0.531333333,0.529444444,0.542222222,0.540777778,0.545111111,0.554222222,0.561777778,0.560222222,0.570666667,0.577666667,0.593222222,0.595555556,0.598111111,0.606888889,0.611,0.610777778,0.614555556,0.604444444,0.615,0.619111111,0.621666667,0.623666667,0.622,0.625777778,0.626888889
552.11541,0,0.011666667,0.018666667,0.016333333,0.023777778,0.024777778,0.040444444,0.040444444,0.053111111,0.052444444,0.074222222,0.072777778,0.088,0.099444444,0.108888889,0.123333333,0.133333333,0.153222222,0.159111111,0.178666667,0.196777778,0.207555556,0.219111111,0.236666667,0.249666667,0.267444444,0.280333333,0.295777778,0.309666667,0.321777778,0.329888889,0.345222222,0.351888889,0.365777778,0.372111111,0.384555556,0.393777778,0.397111111,0.409666667,0.410333333,0.418333333,0.425333333,0.428888889,0.436666667,0.443444444,0.448666667,0.457555556,0.452,0.447888889,0.459666667,0.465333333,0.472222222,0.469333333,0.477222222,0.485444444,0.481333333,0.482111111,0.490222222,0.497111111,0.502666667,0.497,0.503333333,0.506,0.510888889,0.516,0.518555556,0.525777778,0.530333333,0.529888889,0.541111111,0.540666667,0.545555556,0.551444444,0.558888889,0.56,0.571333333,0.574444444,0.590666667,0.593333333,0.593111111,0.602777778,0.607666667,0.608111111,0.609888889,0.601333333,0.611555556,0.616333333,0.619,0.620888889,0.622555556,0.624111111,0.624666667
552.56286,0,1.07E-02,0.019111111,0.018333333,0.020666667,0.023888889,0.037222222,0.040888889,0.051222222,0.049333333,0.073,0.069,0.083222222,0.093333333,0.108888889,0.120333333,0.132333333,0.151111111,0.161,0.178111111,0.194888889,0.204777778,0.219111111,0.237111111,0.249888889,0.266666667,0.276333333,0.294222222,0.310222222,0.321888889,0.330777778,0.344555556,0.353,0.363333333,0.371222222,0.379222222,0.389777778,0.396444444,0.407444444,0.410111111,0.414777778,0.426444444,0.428444444,0.435666667,0.441333333,0.444444444,0.454444444,0.451666667,0.448,0.459444444,0.465333333,0.467333333,0.466888889,0.476555556,0.482888889,0.479555556,0.479111111,0.490333333,0.494111111,0.502111111,0.498555556,0.505555556,0.504777778,0.508777778,0.516555556,0.514666667,0.524,0.526444444,0.529555556,0.539222222,0.540333333,0.542444444,0.548111111,0.557555556,0.560333333,0.570222222,0.572666667,0.586,0.589444444,0.590333333,0.601666667,0.603,0.605444444,0.608666667,0.601111111,0.610666667,0.614,0.616111111,0.618888889,0.620555556,0.622666667,0.623
553.01029,0,9.76E-03,0.016,0.017444444,0.018111111,0.023555556,0.036111111,0.039111111,0.047666667,0.048888889,0.068333333,0.069666667,0.080222222,0.087111111,0.107,0.117222222,0.134444444,0.147444444,0.160888889,0.176444444,0.192444444,0.202111111,0.221555556,0.237222222,0.249888889,0.265777778,0.275222222,0.294222222,0.309444444,0.322,0.331666667,0.346111111,0.353333333,0.364555556,0.369777778,0.378555556,0.39,0.399444444,0.406666667,0.411222222,0.411888889,0.421555556,0.430333333,0.434333333,0.442222222,0.442111111,0.450888889,0.452888889,0.447,0.460444444,0.461777778,0.464222222,0.466777778,0.477111111,0.481555556,0.480888889,0.482888889,0.491666667,0.494666667,0.501777778,0.499222222,0.507666667,0.504888889,0.507222222,0.516555556,0.513666667,0.521666667,0.524555556,0.528666667,0.535111111,0.539444444,0.544444444,0.548888889,0.555888889,0.56,0.570555556,0.573666667,0.582666667,0.585666667,0.590888889,0.599222222,0.600333333,0.604111111,0.608444444,0.604222222,0.610777778,0.614777778,0.612555556,0.619666667,0.617444444,0.623111111,0.621111111
553.45768,0,4.18E-03,9.43E-03,0.016777778,0.014111111,0.021333333,0.030777778,0.036,0.041,0.047222222,0.062555556,0.069333333,0.077,0.082777778,0.104555556,0.114555556,0.129777778,0.141444444,0.159555556,0.172777778,0.187888889,0.198222222,0.220333333,0.233666667,0.247111111,0.263222222,0.270222222,0.289888889,0.305444444,0.319,0.327444444,0.343111111,0.349222222,0.361111111,0.367222222,0.378888889,0.385666667,0.397,0.404111111,0.409,0.408444444,0.417666667,0.428,0.428444444,0.439444444,0.438222222,0.447111111,0.450222222,0.444555556,0.456222222,0.458333333,0.459333333,0.466666667,0.476888889,0.473111111,0.479,0.482777778,0.486888889,0.491333333,0.493222222,0.499,0.506444444,0.504333333,0.503777778,0.513,0.509111111,0.517111111,0.522555556,0.526555556,0.530444444,0.537444444,0.542222222,0.544888889,0.552222222,0.558,0.567,0.571666667,0.575777778,0.580555556,0.588111111,0.596444444,0.594333333,0.601,0.603444444,0.601666667,0.604555556,0.611777778,0.605777778,0.615333333,0.613,0.619222222,0.617
553.90505,0,5.5E-03,0.014,0.020444444,0.015111111,0.023222222,0.032777778,0.039,0.045222222,0.050222222,0.061555556,0.072222222,0.078666667,0.085555556,0.105,0.115777778,0.131,0.142,0.16,0.173111111,0.186444444,0.197888889,0.222,0.232666667,0.248888889,0.264555556,0.274777778,0.290222222,0.307888889,0.322666667,0.331222222,0.342444444,0.350888889,0.362777778,0.368777778,0.379333333,0.388111111,0.397888889,0.405888889,0.412222222,0.411111111,0.422666667,0.429888889,0.429666667,0.438888889,0.438888889,0.448,0.451777778,0.450666667,0.458888889,0.46,0.464333333,0.468444444,0.479777778,0.472222222,0.480111111,0.488111111,0.485666667,0.493222222,0.494333333,0.502111111,0.505888889,0.506666667,0.505888889,0.514666667,0.511555556,0.518444444,0.525444444,0.529333333,0.533555556,0.542888889,0.542333333,0.546666667,0.555111111,0.560111111,0.571333333,0.575888889,0.577,0.579555556,0.593222222,0.597888889,0.594555556,0.605,0.604,0.602888889,0.604222222,0.613444444,0.604555556,0.617333333,0.617555556,0.620555556,0.618888889
554.35239,0,5.93E-03,0.016666667,0.024,0.018333333,0.024111111,0.035888889,0.040555556,0.048111111,0.054222222,0.062,0.075444444,0.079777778,0.087222222,0.106111111,0.118333333,0.134,0.143666667,0.162,0.173555556,0.185444444,0.200666667,0.224222222,0.233444444,0.250444444,0.267777778,0.278333333,0.288555556,0.309111111,0.323555556,0.331,0.344111111,0.352333333,0.361666667,0.372111111,0.380444444,0.389,0.398111111,0.409888889,0.415666667,0.415222222,0.427666667,0.433333333,0.431888889,0.44,0.441555556,0.445777778,0.455666667,0.455888889,0.464,0.464111111,0.466777778,0.470777778,0.481888889,0.473777778,0.480555556,0.490444444,0.485222222,0.494666667,0.493777778,0.504222222,0.506555556,0.508555556,0.511777778,0.516111111,0.512666667,0.521111111,0.525333333,0.532666667,0.533777778,0.544444444,0.543222222,0.550222222,0.555444444,0.561888889,0.569777778,0.577555556,0.580333333,0.583888889,0.594777778,0.598666667,0.595777778,0.603444444,0.608444444,0.606222222,0.606555556,0.616888889,0.608777778,0.618666667,0.619222222,0.623,0.618222222
554.7997,0,6.11E-03,0.018555556,0.021666667,0.019888889,0.025,0.036111111,0.041222222,0.049666667,0.055888889,0.058,0.076555556,0.082222222,0.086777778,0.103333333,0.121222222,0.133222222,0.143222222,0.162,0.173333333,0.186,0.200666667,0.226333333,0.234222222,0.252222222,0.269444444,0.284666667,0.286777778,0.309111111,0.325222222,0.331888889,0.343222222,0.351666667,0.364111111,0.375666667,0.383444444,0.391333333,0.399,0.408888889,0.416777778,0.419444444,0.428777778,0.434666667,0.436444444,0.439777778,0.444222222,0.446111111,0.457111111,0.460444444,0.465,0.463444444,0.470666667,0.473333333,0.483,0.473888889,0.482444444,0.491888889,0.485111111,0.495555556,0.494555556,0.504,0.506777778,0.506444444,0.516777778,0.517888889,0.516333333,0.520666667,0.527888889,0.532888889,0.533666667,0.545333333,0.545333333,0.550666667,0.558222222,0.563,0.572666667,0.577333333,0.581555556,0.583444444,0.597444444,0.602222222,0.600444444,0.606333333,0.611666667,0.611555556,0.607666667,0.618222222,0.611,0.623222222,0.621111111,0.627111111,0.621888889
555.24699,0,6.93E-03,0.019777778,0.022333333,0.020333333,0.026111111,0.038555556,0.044444444,0.051666667,0.058555556,0.055333333,0.078,0.084666667,0.091111111,0.103777778,0.121888889,0.135333333,0.146,0.162444444,0.176,0.190222222,0.205111111,0.226111111,0.234555556,0.254666667,0.270333333,0.286666667,0.288888889,0.311777778,0.325555556,0.331444444,0.345222222,0.357444444,0.365666667,0.378111111,0.385444444,0.392888889,0.399333333,0.409555556,0.419111111,0.423555556,0.432666667,0.439222222,0.441333333,0.442,0.446777778,0.447444444,0.460777778,0.464666667,0.465777778,0.465666667,0.476222222,0.475666667,0.484222222,0.476555556,0.487777778,0.493777778,0.489555556,0.499555556,0.495333333,0.505555556,0.508333333,0.509111111,0.521888889,0.523111111,0.520333333,0.522,0.535333333,0.539111111,0.541333333,0.547888889,0.551,0.555222222,0.562444444,0.567111111,0.572444444,0.580222222,0.589,0.586222222,0.601,0.605444444,0.605444444,0.608777778,0.615333333,0.614111111,0.611777778,0.618444444,0.618444444,0.624888889,0.623777778,0.631111111,0.627666667
555.69425,0,8.42E-03,0.020333333,0.022444444,0.024888889,0.026222222,0.040222222,0.046111111,0.054555556,0.062888889,0.057222222,0.077555556,0.086222222,0.096111111,0.103666667,0.126,0.136444444,0.146222222,0.165777778,0.180333333,0.194888889,0.208111111,0.226444444,0.24,0.259333333,0.271111111,0.288222222,0.296444444,0.317111111,0.326555556,0.334444444,0.347555556,0.363666667,0.369333333,0.382888889,0.389,0.396777778,0.405444444,0.413222222,0.423111111,0.431111111,0.434888889,0.442333333,0.445666667,0.442444444,0.451888889,0.452555556,0.463222222,0.470666667,0.468555556,0.468888889,0.479666667,0.480444444,0.488888889,0.482666667,0.491333333,0.495111111,0.494,0.503222222,0.497333333,0.509,0.511444444,0.512333333,0.527333333,0.524777778,0.526333333,0.528555556,0.542555556,0.542777778,0.547555556,0.550111111,0.555,0.561111111,0.567222222,0.571111111,0.574222222,0.583888889,0.598111111,0.588333333,0.606111111,0.610555556,0.612,0.611444444,0.617888889,0.622,0.618444444,0.623,0.624111111,0.626555556,0.629777778,0.634555556,0.630777778
556.14148,0,7.29E-03,0.017444444,0.019888889,0.024555556,0.026333333,0.038777778,0.042333333,0.053444444,0.062444444,0.058111111,0.076444444,0.088555556,0.096444444,0.104777778,0.124222222,0.133444444,0.148666667,0.164888889,0.182555556,0.194555556,0.209111111,0.224666667,0.240222222,0.261,0.269555556,0.285777778,0.294777778,0.317555556,0.324222222,0.336222222,0.348111111,0.363333333,0.370444444,0.384777778,0.391111111,0.399222222,0.404222222,0.411666667,0.421444444,0.431555556,0.434111111,0.440111111,0.447111111,0.442222222,0.452777778,0.456444444,0.460888889,0.470777778,0.466777778,0.468777778,0.478888889,0.479555556,0.489777778,0.483666667,0.493111111,0.495666667,0.496666667,0.504666667,0.499,0.507333333,0.511333333,0.514555556,0.526666667,0.525555556,0.527111111,0.528888889,0.545888889,0.545,0.550666667,0.55,0.552888889,0.561333333,0.568777778,0.57,0.574333333,0.583888889,0.600888889,0.590888889,0.605111111,0.615,0.612444444,0.611,0.619666667,0.622222222,0.617888889,0.625222222,0.626888889,0.629444444,0.631777778,0.633888889,0.632111111
556.58869,0,0.012222222,0.020111111,0.020444444,0.025111111,0.028222222,0.039888889,0.043777778,0.053333333,0.061,0.061,0.077666667,0.088222222,0.097444444,0.109111111,0.123333333,0.134555556,0.152777778,0.167222222,0.182555556,0.197,0.210666667,0.223111111,0.241555556,0.263666667,0.267111111,0.284888889,0.297222222,0.318222222,0.325888889,0.337,0.349333333,0.366555556,0.373333333,0.386444444,0.391888889,0.401,0.405444444,0.412555556,0.420444444,0.431888889,0.438888889,0.438777778,0.450333333,0.442666667,0.452444444,0.458888889,0.460555556,0.470444444,0.467333333,0.468333333,0.479666667,0.478555556,0.489333333,0.485333333,0.493111111,0.494,0.497888889,0.501888889,0.501222222,0.509333333,0.513777778,0.516555556,0.525333333,0.525444444,0.525222222,0.529777778,0.546444444,0.544333333,0.553333333,0.549888889,0.553888889,0.564555556,0.570333333,0.573333333,0.577333333,0.585222222,0.601333333,0.590333333,0.605666667,0.614111111,0.616222222,0.611888889,0.618111111,0.623111111,0.619222222,0.627222222,0.630222222,0.630666667,0.630555556,0.634111111,0.632555556
557.03586,0,0.011444444,0.016888889,0.017222222,0.024111111,0.028,0.034666667,0.041,0.051555556,0.056888889,0.063555556,0.076,0.085888889,0.094111111,0.107,0.121111111,0.131111111,0.150333333,0.165333333,0.179222222,0.194333333,0.206444444,0.218666667,0.241444444,0.261,0.264444444,0.280444444,0.293888889,0.316222222,0.322,0.335222222,0.346555556,0.362444444,0.370777778,0.383111111,0.387666667,0.397444444,0.404888889,0.410333333,0.418,0.427888889,0.434666667,0.434222222,0.446444444,0.440444444,0.450111111,0.457444444,0.456666667,0.466222222,0.465111111,0.465111111,0.474555556,0.473111111,0.482111111,0.483222222,0.492777778,0.489222222,0.498777778,0.494333333,0.500444444,0.508,0.511333333,0.512333333,0.518666667,0.519777778,0.521666667,0.526666667,0.540111111,0.539555556,0.547777778,0.542666667,0.546888889,0.56,0.564555556,0.570444444,0.572777778,0.581,0.595555556,0.587777778,0.602777778,0.608111111,0.613777778,0.609555556,0.614444444,0.619,0.617777778,0.622,0.629111111,0.626222222,0.626555556,0.627666667,0.629111111
557.48301,0,0.015111111,0.015222222,0.019333333,0.024888889,0.032,0.034777778,0.040777778,0.052444444,0.057666667,0.068222222,0.08,0.085111111,0.095444444,0.111333333,0.122222222,0.133555556,0.154,0.167888889,0.182444444,0.193888889,0.205777778,0.221,0.241888889,0.261333333,0.266666667,0.281222222,0.297777778,0.317888889,0.324111111,0.336888889,0.352111111,0.362,0.375666667,0.384444444,0.390555556,0.398222222,0.409333333,0.414,0.420666667,0.426111111,0.433666667,0.434444444,0.448888889,0.442777778,0.451222222,0.459333333,0.457555556,0.465444444,0.468333333,0.466,0.474222222,0.474,0.482111111,0.484222222,0.494888889,0.492555556,0.502777778,0.493222222,0.501333333,0.510222222,0.510666667,0.511555556,0.518222222,0.521666667,0.526,0.528,0.541444444,0.538333333,0.545444444,0.542666667,0.550555556,0.559888889,0.563777778,0.573777778,0.572222222,0.582111111,0.593666667,0.587666667,0.604444444,0.607,0.615555556,0.610333333,0.614888889,0.618333333,0.620888889,0.624888889,0.627888889,0.628,0.625111111,0.63,0.628
557.93013,0,0.014888889,0.016555556,0.020333333,0.025777778,0.038111111,0.034444444,0.042777778,0.050444444,0.056333333,0.071222222,0.083777778,0.086333333,0.096777778,0.113111111,0.125,0.135444444,0.155,0.170111111,0.182111111,0.195888889,0.207666667,0.220555556,0.242,0.260777778,0.270666667,0.282777778,0.301,0.318666667,0.323888889,0.338111111,0.354111111,0.360333333,0.378333333,0.383777778,0.390333333,0.399111111,0.410555556,0.415222222,0.419222222,0.424666667,0.432666667,0.434666667,0.446222222,0.444222222,0.449777778,0.459222222,0.457,0.465222222,0.467666667,0.471111111,0.472111111,0.475555556,0.482444444,0.485111111,0.495888889,0.494222222,0.501222222,0.491444444,0.501,0.511555556,0.511111111,0.511444444,0.516111111,0.522888889,0.527777778,0.53,0.541888889,0.536333333,0.549111111,0.542666667,0.553555556,0.559777778,0.563666667,0.574555556,0.572444444,0.582777778,0.588333333,0.588777778,0.605,0.609444444,0.616,0.612666667,0.616666667,0.616,0.622777778,0.624444444,0.625111111,0.627888889,0.622777778,0.627777778,0.627222222
558.37723,0,0.017777778,0.021111111,0.022666667,0.028555556,0.042222222,0.035333333,0.042777778,0.052222222,0.058777778,0.073888889,0.085444444,0.085777778,0.099666667,0.114222222,0.127888889,0.136888889,0.157111111,0.170555556,0.181,0.196111111,0.209333333,0.218888889,0.242222222,0.260666667,0.273777778,0.286111111,0.303888889,0.317888889,0.327777778,0.341777778,0.357,0.359555556,0.382,0.384555556,0.390444444,0.401666667,0.410777778,0.416777778,0.419666667,0.424444444,0.433111111,0.437888889,0.446333333,0.444444444,0.452444444,0.461111111,0.457222222,0.464666667,0.472555556,0.475444444,0.475555556,0.478888889,0.484,0.487222222,0.495,0.497,0.501222222,0.492555556,0.506888889,0.512888889,0.512777778,0.514444444,0.518555556,0.526111111,0.532333333,0.532111111,0.541777778,0.539,0.551111111,0.547555556,0.559222222,0.560888889,0.566333333,0.576444444,0.577333333,0.586555556,0.589111111,0.592444444,0.605777778,0.611,0.616777778,0.616333333,0.619555556,0.616888889,0.622,0.627777778,0.624444444,0.630111111,0.627222222,0.627555556,0.626777778
558.8243,0,0.02,0.020666667,0.025333333,0.029777778,0.043888889,0.038777778,0.047,0.053777778,0.061777778,0.077777778,0.084777778,0.085888889,0.100555556,0.113666667,0.129444444,0.139888889,0.158666667,0.172444444,0.181777778,0.196555556,0.210111111,0.222222222,0.247444444,0.261888889,0.279666667,0.288111111,0.305111111,0.319111111,0.333444444,0.344222222,0.362333333,0.362,0.383666667,0.386888889,0.392666667,0.403888889,0.411777778,0.419666667,0.421555556,0.429111111,0.437111111,0.443666667,0.448666667,0.446777778,0.454111111,0.462777778,0.461222222,0.466888889,0.476777778,0.480444444,0.477222222,0.482777778,0.485777778,0.491888889,0.496222222,0.496444444,0.503111111,0.498333333,0.509555556,0.515333333,0.516,0.519111111,0.524222222,0.528444444,0.536,0.534888889,0.544666667,0.542888889,0.550555556,0.55,0.565777778,0.563444444,0.568222222,0.579444444,0.579222222,0.587222222,0.589333333,0.601,0.606777778,0.611888889,0.617888889,0.618333333,0.625888889,0.619888889,0.624333333,0.629777778,0.624777778,0.635,0.630777778,0.629666667,0.627888889
559.27134,0,0.023555556,0.023,0.026888889,0.032222222,0.044222222,0.044555556,0.048666667,0.056888889,0.065444444,0.080666667,0.085555556,0.092666667,0.104444444,0.112666667,0.131555556,0.143888889,0.160888889,0.175333333,0.181333333,0.199,0.215555556,0.227111111,0.250555556,0.262555556,0.283777778,0.293111111,0.307555556,0.32,0.338555556,0.344888889,0.363333333,0.366888889,0.384888889,0.388666667,0.397888889,0.405777778,0.414777778,0.417666667,0.425,0.431222222,0.438777778,0.448777778,0.45,0.451,0.457222222,0.465555556,0.466,0.473,0.478444444,0.483555556,0.479666667,0.489111111,0.489111111,0.494111111,0.498888889,0.498444444,0.506,0.505,0.515111111,0.515333333,0.518444444,0.519888889,0.532444444,0.532666667,0.538666667,0.536222222,0.548666667,0.544555556,0.552222222,0.555222222,0.571888889,0.564333333,0.572777778,0.582111111,0.584111111,0.591333333,0.591777778,0.605666667,0.608888889,0.615777778,0.620888889,0.623,0.633666667,0.624,0.626555556,0.633111111,0.628,0.638777778,0.632666667,0.633555556,0.633333333
559.71835,0,0.022222222,0.024111111,0.029444444,0.032555556,0.043444444,0.045111111,0.049888889,0.060666667,0.066,0.080555556,0.085555556,0.094,0.105222222,0.111666667,0.130111111,0.144555556,0.158888889,0.174666667,0.181777778,0.199333333,0.217333333,0.23,0.250111111,0.262888889,0.283555556,0.295666667,0.310666667,0.323555556,0.338555556,0.344333333,0.366777778,0.375,0.385,0.388555556,0.400666667,0.406444444,0.416222222,0.419555556,0.424777778,0.433222222,0.439444444,0.451222222,0.451444444,0.454111111,0.459666667,0.464111111,0.469,0.474888889,0.479222222,0.486222222,0.480666667,0.492444444,0.491444444,0.494777778,0.501888889,0.499555556,0.506333333,0.510666667,0.518777778,0.515666667,0.520333333,0.522888889,0.536222222,0.536444444,0.540444444,0.536555556,0.548888889,0.545888889,0.555888889,0.558,0.574,0.568333333,0.575666667,0.587111111,0.584888889,0.594333333,0.594222222,0.608111111,0.609333333,0.613888889,0.621555556,0.625222222,0.635888889,0.624222222,0.629444444,0.635222222,0.63,0.639333333,0.632333333,0.637888889,0.636444444
560.16533,0,0.021888889,0.024666667,0.029666667,0.031555556,0.042888889,0.046888889,0.048222222,0.061333333,0.068888889,0.078333333,0.084111111,0.095333333,0.107777778,0.11,0.130777778,0.143666667,0.157444444,0.174111111,0.183333333,0.198777778,0.215888889,0.230777778,0.251,0.262111111,0.282,0.295,0.312666667,0.325111111,0.337555556,0.346555556,0.365555556,0.376222222,0.381666667,0.392,0.401555556,0.406555556,0.416555556,0.418777778,0.425666667,0.434333333,0.438666667,0.453444444,0.451888889,0.453555556,0.459333333,0.463111111,0.467222222,0.474777778,0.479555556,0.482777778,0.480666667,0.493444444,0.496333333,0.496222222,0.501777778,0.501444444,0.506444444,0.514333333,0.520333333,0.516555556,0.519555556,0.524333333,0.538333333,0.534,0.539666667,0.540111111,0.551444444,0.546777778,0.555111111,0.560777778,0.574222222,0.567666667,0.576555556,0.586222222,0.587777778,0.595444444,0.595777778,0.607111111,0.604555556,0.611,0.622333333,0.622111111,0.633222222,0.624111111,0.628666667,0.635444444,0.627222222,0.640222222,0.633666667,0.636444444,0.636888889
560.61229,0,0.020333333,0.022666667,0.027888889,0.028111111,0.04,0.047444444,0.046333333,0.062333333,0.068444444,0.075333333,0.080222222,0.096666667,0.107888889,0.109777778,0.128222222,0.139666667,0.156222222,0.172555556,0.184,0.196888889,0.213888889,0.230777778,0.251111111,0.257555556,0.277777778,0.292777778,0.306444444,0.322555556,0.335666667,0.347111111,0.362333333,0.374111111,0.376777778,0.391222222,0.400111111,0.406333333,0.411555556,0.417333333,0.422444444,0.433222222,0.438777778,0.450444444,0.45,0.453333333,0.457888889,0.462222222,0.467111111,0.474111111,0.477111111,0.480888889,0.481333333,0.490888889,0.496222222,0.493777778,0.499333333,0.500333333,0.505222222,0.513333333,0.519888889,0.512888889,0.519888889,0.520555556,0.535222222,0.531777778,0.537222222,0.538666667,0.548555556,0.545555556,0.556666667,0.558555556,0.567888889,0.566333333,0.576111111,0.580888889,0.584888889,0.594111111,0.595222222,0.606888889,0.599666667,0.608555556,0.617,0.620888889,0.628666667,0.622666667,0.625111111,0.633444444,0.626,0.637555556,0.630444444,0.634,0.633888889
561.05922,0,0.020666667,0.021222222,0.026666667,0.030888889,0.039777778,0.047555556,0.046888889,0.062444444,0.067222222,0.074222222,0.081777778,0.098333333,0.110222222,0.111,0.126222222,0.141777778,0.154777778,0.172555556,0.183666667,0.196888889,0.213222222,0.231666667,0.251,0.254777778,0.277,0.293111111,0.304111111,0.323444444,0.335666667,0.344888889,0.357777778,0.375222222,0.374222222,0.389777778,0.398777778,0.406777778,0.411333333,0.417666667,0.422444444,0.435444444,0.440333333,0.448333333,0.452111111,0.454222222,0.459666667,0.458777778,0.465444444,0.474222222,0.474333333,0.475333333,0.483444444,0.487777778,0.494222222,0.491333333,0.497888889,0.501,0.506111111,0.509777778,0.516888889,0.514,0.520555556,0.520111111,0.533444444,0.527666667,0.536,0.537444444,0.547444444,0.546,0.557333333,0.558333333,0.564777778,0.566333333,0.576444444,0.580555556,0.585555556,0.592888889,0.593666667,0.604444444,0.597,0.608444444,0.614222222,0.616777778,0.622444444,0.619777778,0.622222222,0.631,0.625333333,0.634888889,0.626111111,0.634555556,0.633111111
561.50612,0,0.018777778,0.019888889,0.023555556,0.030444444,0.039888889,0.043222222,0.044,0.060333333,0.067777778,0.073777778,0.082333333,0.098111111,0.106444444,0.110777778,0.125666667,0.142111111,0.152666667,0.171555556,0.183555556,0.194888889,0.209777778,0.232666667,0.247777778,0.252333333,0.274888889,0.292444444,0.301222222,0.323222222,0.333777778,0.343777778,0.353444444,0.370333333,0.374222222,0.385444444,0.396666667,0.404777778,0.409,0.418222222,0.424666667,0.432,0.437888889,0.445,0.452,0.454666667,0.46,0.456222222,0.465,0.470222222,0.473777778,0.471444444,0.482333333,0.483555556,0.491111111,0.490666667,0.494444444,0.499666667,0.507111111,0.506666667,0.513333333,0.513222222,0.518333333,0.516888889,0.529111111,0.524333333,0.535,0.537111111,0.543666667,0.543777778,0.554,0.557,0.558666667,0.565111111,0.575111111,0.577,0.583777778,0.589888889,0.592555556,0.601444444,0.594777778,0.604666667,0.612444444,0.613555556,0.618333333,0.616333333,0.620444444,0.626,0.625777778,0.629888889,0.625666667,0.629555556,0.632
561.953,0,0.017777778,0.016444444,0.022666667,0.028,0.038666667,0.041222222,0.042888889,0.058111111,0.067555556,0.071555556,0.082333333,0.097333333,0.105666667,0.112222222,0.124777778,0.141222222,0.153,0.168777778,0.186777778,0.192,0.208777778,0.232777778,0.244888889,0.250111111,0.274777778,0.289666667,0.301888889,0.319666667,0.332111111,0.341111111,0.351,0.368555556,0.376111111,0.384888889,0.393111111,0.402111111,0.406555556,0.420222222,0.423555556,0.432111111,0.435666667,0.441111111,0.452333333,0.453555556,0.457222222,0.453111111,0.462555556,0.466888889,0.472777778,0.469666667,0.481222222,0.477222222,0.491888889,0.489111111,0.492777778,0.500777778,0.505888889,0.503555556,0.508222222,0.512,0.515666667,0.514777778,0.525111111,0.525666667,0.534444444,0.536888889,0.544444444,0.540555556,0.550444444,0.555111111,0.555,0.566222222,0.572555556,0.576444444,0.579666667,0.586111111,0.592222222,0.595,0.592333333,0.604666667,0.61,0.612333333,0.616222222,0.615222222,0.620333333,0.624666667,0.624888889,0.627,0.621666667,0.63,0.630888889
